Title,Author,Price,MRP,Save,Discount,Cover Image,Link
Number Magic 3,Sunita Arora,₹265.30,MRP ₹379.00,₹113.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-3-by-Sunita-Arora
Magic Therapy Of Colours,A. R. Hari,₹250.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-Therapy-Of-Colours-by-A-R-Hari
Magic For Children,B. V. Pattabhi Ram,₹195.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-For-Children-by-B-V-Pattabhi-Ram
Aladdin And The Magic Lamp,BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-by-BPI
The Magic Of Massage,Tanushree Poddar,₹295.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/The-Magic-Of-Massage-by-Tanushree-Poddar
Amazing Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Amazing-Magic-Pad-by-BPI
1-2-3 Magic Effective Discipline For Children 2-12,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/123-Magic-Effective-Discipline-For-Children-212-by-PUBLIC-DOMAIN
New Grammar Magic - 8,Anuradha Murthi,₹465.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-8-by-Anuradha-Murthi
New Grammar Magic - 7,Anuradha Murthi,₹455.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-7-by-Anuradha-Murthi
New Grammar Magic - 6,Anuradha Murthi,₹445.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-6-by-Anuradha-Murthi
New Grammar Magic - 5,Anuradha Murthi,₹435.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-5-by-Anuradha-Murthi
New Grammar Magic - 4,Anuradha Murthi,₹425.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-4-by-Anuradha-Murthi
New Grammar Magic - 3,Anuradha Murthi,₹415.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-3-by-Anuradha-Murthi
New Grammar Magic - 2,Anuradha Murthi,₹399.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-2-by-Anuradha-Murthi
New Grammar Magic - 1,Anuradha Murthi,₹365.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-1-by-Anuradha-Murthi
Lil Princess Magic Pad 2,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Lil-Princess-Magic-Pad-2-by-BPI
Fun With Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Fun-With-Magic-Pad-by-BPI
Aladdin And The Magic Lamp (Urdu),BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-Urdu-by-BPI
Italy The Magic Land,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Italy-The-Magic-Land-by-PUBLIC-DOMAIN
Number Magic For Class-VIII,Monica Capoor,₹321.30,MRP ₹459.00,₹137.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VIII-by-Monica-Capoor
Number Magic For Class-VII,Monica Capoor,₹314.30,MRP ₹449.00,₹134.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VII-by-Monica-Capoor
Number Magic For Class-VI,Monica Capoor,₹307.30,MRP ₹439.00,₹131.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VI-by-Monica-Capoor
Math Magic Workbook - 5,Jayanthi Ravi,₹200.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-5-by-Jayanthi-Ravi
Math Magic Workbook - 4,Jayanthi Ravi,₹185.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-4-by-Jayanthi-Ravi
Math Magic Workbook - 3,Jayanthi Ravi,₹155.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-3-by-Jayanthi-Ravi
Math Magic Workbook - 2,Jayanthi Ravi,₹150.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-2-by-Jayanthi-Ravi
Math Magic Workbook - 1,Jayanthi Ravi,₹135.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-1-by-Jayanthi-Ravi
Magic-Type Labeling A Magical Approach of Graph Labeling,Dr. Jatin T. Gondalia,₹132.00,MRP ₹220.00,₹88.00,40% Off,https://static.kopykitab.com/image/cache/data/rigi-publication/rigi351-161x244.jpg,https://www.kopykitab.com/Magic-Type-Labeling-A-Magical-Approach-of-Graph-Labeling-by-Dr-Jatin-T-Gondalia
Number Magic 5,Sunita Arora,₹279.30,MRP ₹399.00,₹119.70,30% Off,https://static.kopykitab.com/image/cache/data/ratna-sagar/rs0104-161x244.jpg,https://www.kopykitab.com/Number-Magic-5-by-Sunita-Arora
Number Magic 4,Sunita Arora,₹275.80,MRP ₹394.00,₹118.20,30% Off,https://static.kopykitab.com/image/cache/data/ratna-sagar/rs0103-161x244.jpg,https://www.kopykitab.com/Number-Magic-4-by-Sunita-Arora
Number Magic 3,Sunita Arora,₹265.30,MRP ₹379.00,₹113.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-3-by-Sunita-Arora
Magic Therapy Of Colours,A. R. Hari,₹250.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-Therapy-Of-Colours-by-A-R-Hari
Magic For Children,B. V. Pattabhi Ram,₹195.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-For-Children-by-B-V-Pattabhi-Ram
Aladdin And The Magic Lamp,BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-by-BPI
The Magic Of Massage,Tanushree Poddar,₹295.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/The-Magic-Of-Massage-by-Tanushree-Poddar
Amazing Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Amazing-Magic-Pad-by-BPI
1-2-3 Magic Effective Discipline For Children 2-12,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/123-Magic-Effective-Discipline-For-Children-212-by-PUBLIC-DOMAIN
New Grammar Magic - 8,Anuradha Murthi,₹465.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-8-by-Anuradha-Murthi
New Grammar Magic - 7,Anuradha Murthi,₹455.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-7-by-Anuradha-Murthi
New Grammar Magic - 6,Anuradha Murthi,₹445.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-6-by-Anuradha-Murthi
New Grammar Magic - 5,Anuradha Murthi,₹435.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-5-by-Anuradha-Murthi
New Grammar Magic - 4,Anuradha Murthi,₹425.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-4-by-Anuradha-Murthi
New Grammar Magic - 3,Anuradha Murthi,₹415.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-3-by-Anuradha-Murthi
New Grammar Magic - 2,Anuradha Murthi,₹399.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-2-by-Anuradha-Murthi
New Grammar Magic - 1,Anuradha Murthi,₹365.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-1-by-Anuradha-Murthi
Lil Princess Magic Pad 2,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Lil-Princess-Magic-Pad-2-by-BPI
Fun With Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Fun-With-Magic-Pad-by-BPI
Aladdin And The Magic Lamp (Urdu),BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-Urdu-by-BPI
Italy The Magic Land,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Italy-The-Magic-Land-by-PUBLIC-DOMAIN
Number Magic For Class-VIII,Monica Capoor,₹321.30,MRP ₹459.00,₹137.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VIII-by-Monica-Capoor
Number Magic For Class-VII,Monica Capoor,₹314.30,MRP ₹449.00,₹134.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VII-by-Monica-Capoor
Number Magic For Class-VI,Monica Capoor,₹307.30,MRP ₹439.00,₹131.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VI-by-Monica-Capoor
Math Magic Workbook - 5,Jayanthi Ravi,₹200.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-5-by-Jayanthi-Ravi
Math Magic Workbook - 4,Jayanthi Ravi,₹185.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-4-by-Jayanthi-Ravi
Math Magic Workbook - 3,Jayanthi Ravi,₹155.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-3-by-Jayanthi-Ravi
Math Magic Workbook - 2,Jayanthi Ravi,₹150.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-2-by-Jayanthi-Ravi
Math Magic Workbook - 1,Jayanthi Ravi,₹135.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-1-by-Jayanthi-Ravi
Magic-Type Labeling A Magical Approach of Graph Labeling,Dr. Jatin T. Gondalia,₹132.00,MRP ₹220.00,₹88.00,40% Off,https://static.kopykitab.com/image/cache/data/rigi-publication/rigi351-161x244.jpg,https://www.kopykitab.com/Magic-Type-Labeling-A-Magical-Approach-of-Graph-Labeling-by-Dr-Jatin-T-Gondalia
Number Magic 5,Sunita Arora,₹279.30,MRP ₹399.00,₹119.70,30% Off,https://static.kopykitab.com/image/cache/data/ratna-sagar/rs0104-161x244.jpg,https://www.kopykitab.com/Number-Magic-5-by-Sunita-Arora
Number Magic 4,Sunita Arora,₹275.80,MRP ₹394.00,₹118.20,30% Off,https://static.kopykitab.com/image/cache/data/ratna-sagar/rs0103-161x244.jpg,https://www.kopykitab.com/Number-Magic-4-by-Sunita-Arora
Number Magic 3,Sunita Arora,₹265.30,MRP ₹379.00,₹113.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-3-by-Sunita-Arora
Magic Therapy Of Colours,A. R. Hari,₹250.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-Therapy-Of-Colours-by-A-R-Hari
Magic For Children,B. V. Pattabhi Ram,₹195.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-For-Children-by-B-V-Pattabhi-Ram
Aladdin And The Magic Lamp,BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-by-BPI
The Magic Of Massage,Tanushree Poddar,₹295.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/The-Magic-Of-Massage-by-Tanushree-Poddar
Amazing Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Amazing-Magic-Pad-by-BPI
1-2-3 Magic Effective Discipline For Children 2-12,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/123-Magic-Effective-Discipline-For-Children-212-by-PUBLIC-DOMAIN
New Grammar Magic - 8,Anuradha Murthi,₹465.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-8-by-Anuradha-Murthi
New Grammar Magic - 7,Anuradha Murthi,₹455.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-7-by-Anuradha-Murthi
New Grammar Magic - 6,Anuradha Murthi,₹445.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-6-by-Anuradha-Murthi
New Grammar Magic - 5,Anuradha Murthi,₹435.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-5-by-Anuradha-Murthi
New Grammar Magic - 4,Anuradha Murthi,₹425.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-4-by-Anuradha-Murthi
New Grammar Magic - 3,Anuradha Murthi,₹415.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-3-by-Anuradha-Murthi
New Grammar Magic - 2,Anuradha Murthi,₹399.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-2-by-Anuradha-Murthi
New Grammar Magic - 1,Anuradha Murthi,₹365.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-1-by-Anuradha-Murthi
Lil Princess Magic Pad 2,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Lil-Princess-Magic-Pad-2-by-BPI
Fun With Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Fun-With-Magic-Pad-by-BPI
Aladdin And The Magic Lamp (Urdu),BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-Urdu-by-BPI
Italy The Magic Land,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Italy-The-Magic-Land-by-PUBLIC-DOMAIN
Number Magic For Class-VIII,Monica Capoor,₹321.30,MRP ₹459.00,₹137.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VIII-by-Monica-Capoor
Number Magic For Class-VII,Monica Capoor,₹314.30,MRP ₹449.00,₹134.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VII-by-Monica-Capoor
Number Magic For Class-VI,Monica Capoor,₹307.30,MRP ₹439.00,₹131.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VI-by-Monica-Capoor
Math Magic Workbook - 5,Jayanthi Ravi,₹200.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-5-by-Jayanthi-Ravi
Math Magic Workbook - 4,Jayanthi Ravi,₹185.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-4-by-Jayanthi-Ravi
Math Magic Workbook - 3,Jayanthi Ravi,₹155.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-3-by-Jayanthi-Ravi
Math Magic Workbook - 2,Jayanthi Ravi,₹150.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-2-by-Jayanthi-Ravi
Math Magic Workbook - 1,Jayanthi Ravi,₹135.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-1-by-Jayanthi-Ravi
Magic-Type Labeling A Magical Approach of Graph Labeling,Dr. Jatin T. Gondalia,₹132.00,MRP ₹220.00,₹88.00,40% Off,https://static.kopykitab.com/image/cache/data/rigi-publication/rigi351-161x244.jpg,https://www.kopykitab.com/Magic-Type-Labeling-A-Magical-Approach-of-Graph-Labeling-by-Dr-Jatin-T-Gondalia
Number Magic 5,Sunita Arora,₹279.30,MRP ₹399.00,₹119.70,30% Off,https://static.kopykitab.com/image/cache/data/ratna-sagar/rs0104-161x244.jpg,https://www.kopykitab.com/Number-Magic-5-by-Sunita-Arora
Number Magic 4,Sunita Arora,₹275.80,MRP ₹394.00,₹118.20,30% Off,https://static.kopykitab.com/image/cache/data/ratna-sagar/rs0103-161x244.jpg,https://www.kopykitab.com/Number-Magic-4-by-Sunita-Arora
Number Magic 3,Sunita Arora,₹265.30,MRP ₹379.00,₹113.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-3-by-Sunita-Arora
Magic Therapy Of Colours,A. R. Hari,₹250.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-Therapy-Of-Colours-by-A-R-Hari
Magic For Children,B. V. Pattabhi Ram,₹195.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Magic-For-Children-by-B-V-Pattabhi-Ram
Aladdin And The Magic Lamp,BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-by-BPI
The Magic Of Massage,Tanushree Poddar,₹295.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/The-Magic-Of-Massage-by-Tanushree-Poddar
Amazing Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Amazing-Magic-Pad-by-BPI
1-2-3 Magic Effective Discipline For Children 2-12,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/123-Magic-Effective-Discipline-For-Children-212-by-PUBLIC-DOMAIN
New Grammar Magic - 8,Anuradha Murthi,₹465.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-8-by-Anuradha-Murthi
New Grammar Magic - 7,Anuradha Murthi,₹455.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-7-by-Anuradha-Murthi
New Grammar Magic - 6,Anuradha Murthi,₹445.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-6-by-Anuradha-Murthi
New Grammar Magic - 5,Anuradha Murthi,₹435.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-5-by-Anuradha-Murthi
New Grammar Magic - 4,Anuradha Murthi,₹425.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-4-by-Anuradha-Murthi
New Grammar Magic - 3,Anuradha Murthi,₹415.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-3-by-Anuradha-Murthi
New Grammar Magic - 2,Anuradha Murthi,₹399.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-2-by-Anuradha-Murthi
New Grammar Magic - 1,Anuradha Murthi,₹365.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/New-Grammar-Magic-1-by-Anuradha-Murthi
Lil Princess Magic Pad 2,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Lil-Princess-Magic-Pad-2-by-BPI
Fun With Magic Pad,BPI,₹40.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Fun-With-Magic-Pad-by-BPI
Aladdin And The Magic Lamp (Urdu),BPI,₹54.00,MRP ₹60.00,₹6.00,10% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Aladdin-And-The-Magic-Lamp-Urdu-by-BPI
Italy The Magic Land,PUBLIC DOMAIN,₹0.00,N/A,N/A,Free,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Italy-The-Magic-Land-by-PUBLIC-DOMAIN
Number Magic For Class-VIII,Monica Capoor,₹321.30,MRP ₹459.00,₹137.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VIII-by-Monica-Capoor
Number Magic For Class-VII,Monica Capoor,₹314.30,MRP ₹449.00,₹134.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VII-by-Monica-Capoor
Number Magic For Class-VI,Monica Capoor,₹307.30,MRP ₹439.00,₹131.70,30% Off,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Number-Magic-For-Class-VI-by-Monica-Capoor
Math Magic Workbook - 5,Jayanthi Ravi,₹200.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-5-by-Jayanthi-Ravi
Math Magic Workbook - 4,Jayanthi Ravi,₹185.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-4-by-Jayanthi-Ravi
Math Magic Workbook - 3,Jayanthi Ravi,₹155.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-3-by-Jayanthi-Ravi
Math Magic Workbook - 2,Jayanthi Ravi,₹150.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-2-by-Jayanthi-Ravi
Math Magic Workbook - 1,Jayanthi Ravi,₹135.00,N/A,N/A,N/A,https://static.kopykitab.com/catalog/view/theme/bt_bookstore/img/squares.gif,https://www.kopykitab.com/Math-Magic-Workbook-1-by-Jayanthi-Ravi
